"GEOID","NAME","resident_jobs","jobs_to_kalamazoo_city","inbound_share_to_kalamazoo","workplace_jobs","jobs_from_kalamazoo_city","outbound_share_from_kalamazoo","bidirectional_jobs","commuter_score","in_kalamazoo_city","data_driven_shed"
"26025002400","24",1066,40,0.0375234521575985,102,0,0,40,0.0375234521575985,FALSE,"Outside threshold"
"26025004000","40",1553,45,0.0289761751448809,3636,31,0.00852585258525853,76,0.0375020277301394,FALSE,"Bidirectional tie"
"26149040600","406",919,23,0.0250272034820457,2512,30,0.0119426751592357,53,0.0369698786412814,FALSE,"Bidirectional tie"
"26005030901","309.01",1073,28,0.0260950605778192,368,4,0.0108695652173913,32,0.0369646257952105,FALSE,"Outside threshold"
"26025003200","32",694,23,0.0331412103746398,810,3,0.0037037037037037,26,0.0368449140783435,FALSE,"Outside threshold"
"26065980000","9800",146,5,0.0342465753424658,13580,27,0.00198821796759941,32,0.0362347933100652,FALSE,"Outside threshold"
"26023950300","9503",1353,32,0.0236511456023651,347,4,0.0115273775216138,36,0.0351785231239789,FALSE,"Outside threshold"
"26025003900","39",1667,47,0.0281943611277744,2234,14,0.0062667860340197,61,0.0344611471617941,FALSE,"Bidirectional tie"
"26149041400","414",1223,35,0.0286181520850368,1047,6,0.00573065902578797,41,0.0343488111108248,FALSE,"Outside threshold"
"26025002900","29",1145,24,0.0209606986899563,1722,23,0.0133565621370499,47,0.0343172608270063,FALSE,"Outside threshold"
"26159010201","102.01",1158,39,0.0336787564766839,166,0,0,39,0.0336787564766839,FALSE,"Outside threshold"
"26025001200","12",995,33,0.0331658291457286,26,0,0,33,0.0331658291457286,FALSE,"Outside threshold"
"26149041302","413.02",1223,31,0.0253475061324612,397,3,0.00755667506297229,34,0.0329041811954335,FALSE,"Outside threshold"
"26027002000","20",1349,32,0.0237212750185322,771,7,0.00907911802853437,39,0.0328003930470666,FALSE,"Outside threshold"
"26027002100","21",1486,33,0.022207267833109,1803,18,0.00998336106489185,51,0.0321906288980009,FALSE,"Bidirectional tie"
"26075001100","11",475,3,0.00631578947368421,580,15,0.0258620689655172,18,0.0321778584392014,FALSE,"Outside threshold"
"26005030502","305.02",2295,51,0.0222222222222222,2917,29,0.00994172094617758,80,0.0321639431683998,FALSE,"Inbound shed"
"26021021000","210",1303,24,0.0184190330007675,966,11,0.0113871635610766,35,0.0298061965618441,FALSE,"Outside threshold"
"26023950900","9509",849,25,0.0294464075382803,173,0,0,25,0.0294464075382803,FALSE,"Outside threshold"
"26015010404","104.04",1067,31,0.0290534208059981,63,0,0,31,0.0290534208059981,FALSE,"Outside threshold"
"26023950200","9502",1332,27,0.0202702702702703,347,3,0.00864553314121038,30,0.0289158034114806,FALSE,"Outside threshold"
"26149040700","407",958,15,0.0156576200417537,3243,42,0.0129509713228492,57,0.0286085913646029,FALSE,"Bidirectional tie"
"26021021300","213",1247,18,0.0144346431435445,1377,18,0.0130718954248366,36,0.0275065385683811,FALSE,"Outside threshold"
"26015011301","113.01",1994,36,0.0180541624874624,2136,20,0.00936329588014981,56,0.0274174583676122,FALSE,"Bidirectional tie"
"26025003000","30",840,23,0.0273809523809524,260,0,0,23,0.0273809523809524,FALSE,"Outside threshold"
"26027001100","11",456,9,0.0197368421052632,137,1,0.0072992700729927,10,0.0270361121782559,FALSE,"Outside threshold"
"26021011302","113.02",514,12,0.0233463035019455,557,2,0.00359066427289048,14,0.026936967774836,FALSE,"Outside threshold"
"26015010403","104.03",1561,34,0.0217809096732864,199,1,0.0050251256281407,35,0.0268060353014271,FALSE,"Outside threshold"
"26027001901","19.01",896,23,0.0256696428571429,985,1,0.00101522842639594,24,0.0266848712835388,FALSE,"Outside threshold"
"26149041500","415",1421,32,0.0225193525686137,255,1,0.00392156862745098,33,0.0264409211960646,FALSE,"Outside threshold"
"26081001200","12",1670,6,0.00359281437125748,1185,27,0.0227848101265823,33,0.0263776244978398,FALSE,"Outside threshold"
"26025003300","33",622,16,0.0257234726688103,66,0,0,16,0.0257234726688103,FALSE,"Outside threshold"
"26027001000","10",704,15,0.0213068181818182,275,1,0.00363636363636364,16,0.0249431818181818,FALSE,"Outside threshold"
"26023950100","9501",1393,17,0.0122038765254846,243,3,0.0123456790123457,20,0.0245495555378302,FALSE,"Outside threshold"
"26005030801","308.01",819,17,0.0207570207570208,823,3,0.00364520048602673,20,0.0244022212430475,FALSE,"Outside threshold"
"26005030600","306",2461,51,0.020723283218204,831,3,0.0036101083032491,54,0.0243333915214531,FALSE,"Inbound shed"
"26081012003","120.03",3244,15,0.00462392108508015,1761,34,0.0193072118114708,49,0.0239311328965509,FALSE,"Outside threshold"
"26065005305","53.05",1694,2,0.00118063754427391,44,1,0.0227272727272727,3,0.0239079102715466,FALSE,"Outside threshold"
"26021000400","4",515,7,0.0135922330097087,1262,13,0.0103011093502377,20,0.0238933423599465,FALSE,"Outside threshold"
"26015010800","108",1300,31,0.0238461538461538,112,0,0,31,0.0238461538461538,FALSE,"Outside threshold"
"26021020700","207",778,11,0.0141388174807198,635,6,0.0094488188976378,17,0.0235876363783576,FALSE,"Outside threshold"
"26149041600","416",1245,23,0.0184738955823293,214,1,0.00467289719626168,24,0.023146792778591,FALSE,"Outside threshold"
"26021011400","114",830,11,0.0132530120481928,412,4,0.00970873786407767,15,0.0229617499122704,FALSE,"Outside threshold"
"26081001103","11.03",1615,4,0.00247678018575851,1925,39,0.0202597402597403,43,0.0227365204454988,FALSE,"Outside threshold"
"26027002202","22.02",973,22,0.0226104830421377,153,0,0,22,0.0226104830421377,FALSE,"Outside threshold"
"26021002100","21",752,10,0.0132978723404255,3249,30,0.00923361034164358,40,0.0225314826820691,FALSE,"Outside threshold"
"26021021100","211",501,10,0.0199600798403194,944,2,0.00211864406779661,12,0.022078723908116,FALSE,"Outside threshold"
"26005030902","309.02",1141,22,0.0192813321647677,373,1,0.00268096514745308,23,0.0219622973122208,FALSE,"Outside threshold"
"26149040500","405",1037,16,0.0154291224686596,309,2,0.00647249190938511,18,0.0219016143780447,FALSE,"Outside threshold"
"26021020100","201",825,9,0.0109090909090909,94,1,0.0106382978723404,10,0.0215473887814313,FALSE,"Outside threshold"
"26027001801","18.01",652,14,0.0214723926380368,494,0,0,14,0.0214723926380368,FALSE,"Outside threshold"
"26027001802","18.02",866,14,0.0161662817551963,1228,6,0.00488599348534202,20,0.0210522752405383,FALSE,"Outside threshold"
"26163985000","9850",48,1,0.0208333333333333,532,0,0,1,0.0208333333333333,FALSE,"Outside threshold"
"26021011201","112.01",387,8,0.020671834625323,469,0,0,8,0.020671834625323,FALSE,"Outside threshold"
"26027001600","16",834,15,0.0179856115107914,399,1,0.0025062656641604,16,0.0204918771749518,FALSE,"Outside threshold"
"26081001104","11.04",632,4,0.00632911392405063,213,3,0.0140845070422535,7,0.0204136209663042,FALSE,"Outside threshold"
"26021020600","206",962,17,0.0176715176715177,410,1,0.0024390243902439,18,0.0201105420617616,FALSE,"Outside threshold"
